Distance,Time,yyyy-mm-dd_HH-MM-SS
4952.7934,55.472702,2024-07-16_22-03-32
4965.2028,56.241165,2024-07-16_22-03-33
4971.7033,57.010312,2024-07-16_22-03-34
4996.7512,57.7696,2024-07-16_22-03-34
4986.0478,58.54699,2024-07-16_22-03-35
4994.7114,59.302445,2024-07-16_22-03-36
4913.3114,60.074911,2024-07-16_22-03-37
4973.3849,60.846823,2024-07-16_22-03-37
4976.1457,61.601819,2024-07-16_22-03-38
5001.5891,62.370956,2024-07-16_22-03-39
4999.4307,63.144452,2024-07-16_22-03-40
4987.5037,63.903213,2024-07-16_22-03-40
4962.3962,64.676886,2024-07-16_22-03-41
4971.6011,65.449961,2024-07-16_22-03-42
5015.1842,66.209444,2024-07-16_22-03-43
4996.4177,66.967792,2024-07-16_22-03-44
4950.9004,67.744193,2024-07-16_22-03-44
4967.9462,68.507351,2024-07-16_22-03-45
4957.6395,69.266339,2024-07-16_22-03-46
4902.2398,70.043384,2024-07-16_22-03-47
4951.8214,70.802472,2024-07-16_22-03-47
4921.6897,71.576774,2024-07-16_22-03-48
4929.1806,72.333861,2024-07-16_22-03-49
4947.8336,73.108141,2024-07-16_22-03-50
4944.6299,73.866408,2024-07-16_22-03-50
4963.1668,74.644349,2024-07-16_22-03-51
4922.5716,75.402678,2024-07-16_22-03-52
4920.3431,76.175011,2024-07-16_22-03-53
4920.6439,76.9352,2024-07-16_22-03-54
4870.0339,77.707328,2024-07-16_22-03-54
4848.6322,78.463571,2024-07-16_22-03-55
4929.033,79.235556,2024-07-16_22-03-56
4933.5197,80.009388,2024-07-16_22-03-57
4883.6701,80.768829,2024-07-16_22-03-57
4886.2301,81.542235,2024-07-16_22-03-58
4886.7013,82.301507,2024-07-16_22-03-59
4869.0154,83.062661,2024-07-16_22-04-00
4928.3778,83.834223,2024-07-16_22-04-00
4899.2064,84.606946,2024-07-16_22-04-01
4903.778,85.365698,2024-07-16_22-04-02
4928.878,86.13987,2024-07-16_22-04-03
4939.6535,86.910705,2024-07-16_22-04-03
4968.0753,87.667134,2024-07-16_22-04-04
4998.4875,88.44036,2024-07-16_22-04-05
4953.1043,89.209128,2024-07-16_22-04-06
5007.3343,89.965494,2024-07-16_22-04-07
5015.6236,90.738695,2024-07-16_22-04-07
5022.2344,91.497506,2024-07-16_22-04-08
5020.5031,92.26967,2024-07-16_22-04-09
4888.7127,93.042611,2024-07-16_22-04-10
4960.4718,93.796779,2024-07-16_22-04-10
4908.5543,94.568586,2024-07-16_22-04-11
4927.9593,95.33914,2024-07-16_22-04-12
4964.7041,96.109195,2024-07-16_22-04-13
4905.09,96.866122,2024-07-16_22-04-13
4945.125,97.641673,2024-07-16_22-04-14
4910.3615,98.398611,2024-07-16_22-04-15
4920.2446,99.166421,2024-07-16_22-04-16
4897.7778,99.940334,2024-07-16_22-04-17
4926.7506,100.69756,2024-07-16_22-04-17
4883.0712,101.46986,2024-07-16_22-04-18
4951.7651,102.2295,2024-07-16_22-04-19
4929.2644,103.00266,2024-07-16_22-04-20
4864.5819,103.77509,2024-07-16_22-04-20
4940.4909,104.53054,2024-07-16_22-04-21
4918.2566,105.30304,2024-07-16_22-04-22
4977.152,106.06128,2024-07-16_22-04-23
4886.4572,106.83271,2024-07-16_22-04-23
4971.2355,107.60905,2024-07-16_22-04-24
4936.7442,108.36508,2024-07-16_22-04-25
4858.6422,109.13841,2024-07-16_22-04-26
4861.3826,109.89818,2024-07-16_22-04-26
4804.4941,110.67278,2024-07-16_22-04-27
4830.1674,111.42911,2024-07-16_22-04-28
4869.6327,112.20302,2024-07-16_22-04-29
4868.2121,112.97125,2024-07-16_22-04-30
4808.1526,113.73754,2024-07-16_22-04-30
4775.9504,114.50945,2024-07-16_22-04-31
4790.9751,115.27043,2024-07-16_22-04-32
4751.632,116.04394,2024-07-16_22-04-33
4816.3964,116.79881,2024-07-16_22-04-33
4793.2695,117.57515,2024-07-16_22-04-34
4802.7631,118.33211,2024-07-16_22-04-35
4838.088,119.10377,2024-07-16_22-04-36
4800.3118,119.87233,2024-07-16_22-04-36
4780.9115,120.6323,2024-07-16_22-04-37
4797.0783,121.4094,2024-07-16_22-04-38
4772.0457,122.16769,2024-07-16_22-04-39
4730.8772,122.93972,2024-07-16_22-04-40
4794.619,123.69949,2024-07-16_22-04-40
4762.387,124.46998,2024-07-16_22-04-41
4794.1162,125.22949,2024-07-16_22-04-42
4735.216,126.00102,2024-07-16_22-04-43
4743.8631,126.77484,2024-07-16_22-04-43
4717.4426,127.53656,2024-07-16_22-04-44
4713.5809,128.31,2024-07-16_22-04-45
4686.2598,129.07359,2024-07-16_22-04-46
4704.7055,129.83104,2024-07-16_22-04-46
4729.6532,130.60263,2024-07-16_22-04-47
4709.3781,131.3699,2024-07-16_22-04-48
4682.6688,132.14076,2024-07-16_22-04-49
4719.6401,132.89992,2024-07-16_22-04-49
4665.1608,133.67525,2024-07-16_22-04-50
4719.0187,134.43611,2024-07-16_22-04-51
4761.8886,135.19337,2024-07-16_22-04-52
4705.2368,135.96667,2024-07-16_22-04-53
4663.8206,136.73964,2024-07-16_22-04-53
4673.0999,137.49903,2024-07-16_22-04-54
4725.1988,138.26109,2024-07-16_22-04-55
4726.6615,139.03516,2024-07-16_22-04-56
4726.7052,139.79473,2024-07-16_22-04-56
4685.6571,140.56882,2024-07-16_22-04-57
4723.3245,141.32677,2024-07-16_22-04-58
4727.6019,142.10167,2024-07-16_22-04-59
4674.6382,142.86001,2024-07-16_22-04-59
4691.1341,143.63096,2024-07-16_22-05-00
4695.7416,144.40299,2024-07-16_22-05-01
4713.9421,145.16243,2024-07-16_22-05-02
4688.9115,145.9253,2024-07-16_22-05-02
4680.2079,146.703,2024-07-16_22-05-03
4740.64,147.46383,2024-07-16_22-05-04
4710.3922,148.22471,2024-07-16_22-05-05
4711.6182,148.99204,2024-07-16_22-05-06
4768.5203,149.75436,2024-07-16_22-05-06
4773.7312,150.52845,2024-07-16_22-05-07
4760.2349,151.29926,2024-07-16_22-05-08
4765.1325,152.05588,2024-07-16_22-05-09
4743.1248,152.82997,2024-07-16_22-05-09
4777.6831,153.60081,2024-07-16_22-05-10
4739.6697,154.36003,2024-07-16_22-05-11
4788.6711,155.13603,2024-07-16_22-05-12
4811.2831,155.88976,2024-07-16_22-05-12
4794.703,156.66584,2024-07-16_22-05-13
4820.1159,157.42423,2024-07-16_22-05-14
4782.8707,158.20046,2024-07-16_22-05-15
4793.0979,158.95897,2024-07-16_22-05-16
4846.6158,159.72757,2024-07-16_22-05-16
4832.4807,160.49816,2024-07-16_22-05-17
4879.4052,161.25756,2024-07-16_22-05-18
4849.9203,162.03141,2024-07-16_22-05-19
4794.6238,162.79033,2024-07-16_22-05-19
4790.8596,163.56375,2024-07-16_22-05-20
4847.5424,164.33397,2024-07-16_22-05-21
4818.2167,165.09307,2024-07-16_22-05-22
4805.156,165.86816,2024-07-16_22-05-22
4820.3758,166.62815,2024-07-16_22-05-23
4743.5999,167.40322,2024-07-16_22-05-24
4746.5962,168.16504,2024-07-16_22-05-25
4807.947,168.94048,2024-07-16_22-05-26
4778.5074,169.69663,2024-07-16_22-05-26
4754.6274,170.47329,2024-07-16_22-05-27
4764.3539,171.23082,2024-07-16_22-05-28
4790.4707,172.0064,2024-07-16_22-05-29
4720.5598,172.76862,2024-07-16_22-05-29
4767.9677,173.52533,2024-07-16_22-05-30
4807.4279,174.29868,2024-07-16_22-05-31
4738.7396,175.07135,2024-07-16_22-05-32
4746.2224,175.82935,2024-07-16_22-05-32
4752.42,176.59778,2024-07-16_22-05-33
4725.2927,177.36871,2024-07-16_22-05-34
4712.8968,178.12698,2024-07-16_22-05-35
4723.9116,178.89389,2024-07-16_22-05-35
4760.9068,179.668,2024-07-16_22-05-36
4741.0634,180.44016,2024-07-16_22-05-37
4771.4839,181.20824,2024-07-16_22-05-38
4739.0189,181.98056,2024-07-16_22-05-39
4775.1995,182.73577,2024-07-16_22-05-39
4685.2526,183.50453,2024-07-16_22-05-40
4712.2282,184.27394,2024-07-16_22-05-41
4717.5602,185.03152,2024-07-16_22-05-42
4704.7483,185.80467,2024-07-16_22-05-42
4760.8533,186.57818,2024-07-16_22-05-43
4721.2386,187.33431,2024-07-16_22-05-44
4737.6057,188.10606,2024-07-16_22-05-45
4758.9312,188.87818,2024-07-16_22-05-45
4751.8639,189.63602,2024-07-16_22-05-46
4713.3397,190.39619,2024-07-16_22-05-47
4730.9851,191.16709,2024-07-16_22-05-48
4780.8657,191.94318,2024-07-16_22-05-49
4759.1942,192.69855,2024-07-16_22-05-49
4792.9142,193.47228,2024-07-16_22-05-50
4719.2613,194.23066,2024-07-16_22-05-51
4768.0543,194.99955,2024-07-16_22-05-52
4737.0488,195.76834,2024-07-16_22-05-52
4701.5592,196.53607,2024-07-16_22-05-53
4782.0423,197.31043,2024-07-16_22-05-54
4711.3,198.0649,2024-07-16_22-05-55
4670.3092,198.83259,2024-07-16_22-05-55
4772.3006,199.60195,2024-07-16_22-05-56
4728.4324,200.37514,2024-07-16_22-05-57
4751.1916,201.12881,2024-07-16_22-05-58
4737.0681,201.90349,2024-07-16_22-05-58
4753.1843,202.6761,2024-07-16_22-05-59
4726.8343,203.42984,2024-07-16_22-06-00
4750.35,204.20153,2024-07-16_22-06-01
4759.3348,204.97203,2024-07-16_22-06-02
4763.0427,205.74244,2024-07-16_22-06-02
4758.2623,206.497,2024-07-16_22-06-03
4786.749,207.27033,2024-07-16_22-06-04
4744.9198,208.03996,2024-07-16_22-06-05
4788.1923,208.79963,2024-07-16_22-06-05
4812.7574,209.56704,2024-07-16_22-06-06
4789.6811,210.34006,2024-07-16_22-06-07
4758.0931,211.09533,2024-07-16_22-06-08
4754.9365,211.86938,2024-07-16_22-06-08
4733.8636,212.6414,2024-07-16_22-06-09
4736.2145,213.40089,2024-07-16_22-06-10
4815.8469,214.17441,2024-07-16_22-06-11
4826.7592,214.93864,2024-07-16_22-06-12
4769.1883,215.71103,2024-07-16_22-06-12
4824.1285,216.46661,2024-07-16_22-06-13
4801.5703,217.23785,2024-07-16_22-06-14
4821.5967,217.99644,2024-07-16_22-06-15
4779.7356,218.76263,2024-07-16_22-06-15
4722.8611,219.53969,2024-07-16_22-06-16
4823.2084,220.30939,2024-07-16_22-06-17
4767.954,221.07042,2024-07-16_22-06-18
4764.4343,221.84535,2024-07-16_22-06-18
4741.9137,222.60059,2024-07-16_22-06-19
4812.0246,223.37891,2024-07-16_22-06-20
4814.1822,224.13733,2024-07-16_22-06-21
4725.675,224.91189,2024-07-16_22-06-21
4763.9012,225.67179,2024-07-16_22-06-22
4726.7452,226.44512,2024-07-16_22-06-23
4807.6724,227.20563,2024-07-16_22-06-24
4834.0287,227.96601,2024-07-16_22-06-25
4771.4294,228.7418,2024-07-16_22-06-25
4750.3878,229.49944,2024-07-16_22-06-26
4737.6632,230.27217,2024-07-16_22-06-27
4757.8638,231.03,2024-07-16_22-06-28
4807.5359,231.80202,2024-07-16_22-06-28
4759.965,232.57539,2024-07-16_22-06-29
4774.8083,233.33627,2024-07-16_22-06-30
4710.8318,234.10544,2024-07-16_22-06-31
4703.5182,234.87498,2024-07-16_22-06-31
4705.2983,235.6288,2024-07-16_22-06-32
4752.9189,236.39962,2024-07-16_22-06-33
4717.4736,237.17137,2024-07-16_22-06-34
4773.8543,237.92781,2024-07-16_22-06-35
4747.3905,238.70345,2024-07-16_22-06-35
4728.863,239.46277,2024-07-16_22-06-36
4688.8035,240.23708,2024-07-16_22-06-37
4742.6795,241.00578,2024-07-16_22-06-38
4707.2885,241.76592,2024-07-16_22-06-38
4729.7204,242.53741,2024-07-16_22-06-39
4726.6566,243.29556,2024-07-16_22-06-40
4762.5133,244.06934,2024-07-16_22-06-41
4667.7317,244.82919,2024-07-16_22-06-41
4674.5566,245.6036,2024-07-16_22-06-42
4723.2651,246.36523,2024-07-16_22-06-43
4693.825,247.1251,2024-07-16_22-06-44
4667.6446,247.89712,2024-07-16_22-06-44
4724.8908,248.67006,2024-07-16_22-06-45
4699.2128,249.42884,2024-07-16_22-06-46
4711.9911,250.20067,2024-07-16_22-06-47
4699.7587,250.96337,2024-07-16_22-06-48
4696.0791,251.73722,2024-07-16_22-06-48
4664.1809,252.51036,2024-07-16_22-06-49
4732.3366,253.26441,2024-07-16_22-06-50
4704.6087,254.03772,2024-07-16_22-06-51
4645.6073,254.80791,2024-07-16_22-06-51
4701.0133,255.56602,2024-07-16_22-06-52
4715.7198,256.34156,2024-07-16_22-06-53
4720.3338,257.09901,2024-07-16_22-06-54
4681.6903,257.86094,2024-07-16_22-06-54
4678.2534,258.63334,2024-07-16_22-06-55
4744.6012,259.40854,2024-07-16_22-06-56
4692.9563,260.1652,2024-07-16_22-06-57
4681.0772,260.93697,2024-07-16_22-06-58
4679.0544,261.7033,2024-07-16_22-06-58
4693.5065,262.47327,2024-07-16_22-06-59
4701.103,263.22569,2024-07-16_22-07-00
4738.021,263.99972,2024-07-16_22-07-01
4678.8898,264.75707,2024-07-16_22-07-01
4709.2856,265.52875,2024-07-16_22-07-02
4721.2177,266.30352,2024-07-16_22-07-03
4739.2472,267.05887,2024-07-16_22-07-04
4731.2532,267.83325,2024-07-16_22-07-04
4755.5079,268.59107,2024-07-16_22-07-05
4740.7994,269.36307,2024-07-16_22-07-06
4758.9148,270.13192,2024-07-16_22-07-07
4718.87,270.88905,2024-07-16_22-07-07
4762.0838,271.66476,2024-07-16_22-07-08
4732.0158,272.43784,2024-07-16_22-07-09
4781.9854,273.19418,2024-07-16_22-07-10
4856.8896,273.96535,2024-07-16_22-07-11
4861.4316,274.72454,2024-07-16_22-07-11
4912.1852,275.4937,2024-07-16_22-07-12
4886.5915,276.26969,2024-07-16_22-07-13
4846.5079,277.04386,2024-07-16_22-07-14
4878.0931,277.79992,2024-07-16_22-07-14
4866.9647,278.57384,2024-07-16_22-07-15
4896.6245,279.3307,2024-07-16_22-07-16
4879.5716,280.09871,2024-07-16_22-07-17
4839.4736,280.87632,2024-07-16_22-07-17
4827.1001,281.6485,2024-07-16_22-07-18
4887.5048,282.40728,2024-07-16_22-07-19
4796.5491,283.18287,2024-07-16_22-07-20
4828.4989,283.94445,2024-07-16_22-07-21
4829.6202,284.70251,2024-07-16_22-07-21
4765.3701,285.47623,2024-07-16_22-07-22
4820.1079,286.23105,2024-07-16_22-07-23
4824.2853,287.00394,2024-07-16_22-07-24
4801.1196,287.77783,2024-07-16_22-07-24
4788.7317,288.53869,2024-07-16_22-07-25
4802.2961,289.29956,2024-07-16_22-07-26
4810.4841,290.06983,2024-07-16_22-07-27
4776.952,290.84387,2024-07-16_22-07-27
4806.6698,291.60463,2024-07-16_22-07-28
4794.9526,292.37841,2024-07-16_22-07-29
4811.9305,293.13926,2024-07-16_22-07-30
4775.9643,293.90011,2024-07-16_22-07-30
4764.7923,294.67218,2024-07-16_22-07-31
4704.2787,295.44399,2024-07-16_22-07-32
4733.5124,296.20254,2024-07-16_22-07-33
4726.831,296.97576,2024-07-16_22-07-34
4729.6152,297.73436,2024-07-16_22-07-34
4687.3037,298.50866,2024-07-16_22-07-35
4749.8006,299.2656,2024-07-16_22-07-36
4734.2334,300.03725,2024-07-16_22-07-37
4742.9536,300.7928,2024-07-16_22-07-37
4721.1154,301.56562,2024-07-16_22-07-38
4777.6223,302.34129,2024-07-16_22-07-39
4787.6325,303.09702,2024-07-16_22-07-40
4741.8136,303.86827,2024-07-16_22-07-40
4720.2646,304.63002,2024-07-16_22-07-41
4745.3945,305.40222,2024-07-16_22-07-42
4742.437,306.16334,2024-07-16_22-07-43
4765.1035,306.93945,2024-07-16_22-07-44
4781.7865,307.69873,2024-07-16_22-07-44
4766.8931,308.47022,2024-07-16_22-07-45
4807.2342,309.23232,2024-07-16_22-07-46
4733.3912,310.00488,2024-07-16_22-07-47
4771.7269,310.76089,2024-07-16_22-07-47
4740.5877,311.53415,2024-07-16_22-07-48
4731.314,312.30462,2024-07-16_22-07-49
4715.7004,313.06194,2024-07-16_22-07-50
4699.9666,313.83489,2024-07-16_22-07-50
4698.1815,314.59453,2024-07-16_22-07-51
4698.3582,315.36337,2024-07-16_22-07-52
4715.6502,316.13978,2024-07-16_22-07-53
4673.4345,316.89699,2024-07-16_22-07-53
4617.8828,317.6727,2024-07-16_22-07-54
4671.4949,318.42959,2024-07-16_22-07-55
4686.1706,319.20255,2024-07-16_22-07-56
4661.6875,319.97208,2024-07-16_22-07-57
4661.2292,320.74135,2024-07-16_22-07-57
4640.737,321.50114,2024-07-16_22-07-58
4628.5803,322.2745,2024-07-16_22-07-59
4650.1152,323.03104,2024-07-16_22-08-00
4634.0264,323.80374,2024-07-16_22-08-00
4655.6815,324.56285,2024-07-16_22-08-01
4683.9537,325.33186,2024-07-16_22-08-02
4673.7355,326.10872,2024-07-16_22-08-03
4649.4738,326.86724,2024-07-16_22-08-03
4655.4049,327.64164,2024-07-16_22-08-04
4668.1069,328.40124,2024-07-16_22-08-05
4690.6081,329.17546,2024-07-16_22-08-06
4656.3638,329.93334,2024-07-16_22-08-07
4668.3592,330.70575,2024-07-16_22-08-07
4672.8471,331.46185,2024-07-16_22-08-08
4691.1249,332.23422,2024-07-16_22-08-09
4689.2905,333.00228,2024-07-16_22-08-10
4712.2686,333.76176,2024-07-16_22-08-10
4747.0685,334.53311,2024-07-16_22-08-11
4662.277,335.30315,2024-07-16_22-08-12
4668.0839,336.06061,2024-07-16_22-08-13
4686.7267,336.83012,2024-07-16_22-08-13
4666.3426,337.60469,2024-07-16_22-08-14
4693.598,338.37222,2024-07-16_22-08-15
4720.696,339.12971,2024-07-16_22-08-16
4675.8368,339.90415,2024-07-16_22-08-16
4674.8834,340.66662,2024-07-16_22-08-17
4681.1491,341.42653,2024-07-16_22-08-18
4664.9281,342.20177,2024-07-16_22-08-19
4699.2805,342.95865,2024-07-16_22-08-20
4732.4,343.73369,2024-07-16_22-08-20
4650.2181,344.49259,2024-07-16_22-08-21
4688.2007,345.26629,2024-07-16_22-08-22
4648.8201,346.02483,2024-07-16_22-08-23
4673.1636,346.80059,2024-07-16_22-08-23
4640.933,347.56071,2024-07-16_22-08-24
4649.7206,348.33467,2024-07-16_22-08-25
4656.0581,349.09705,2024-07-16_22-08-26
4664.3076,349.86522,2024-07-16_22-08-26
4733.9109,350.62659,2024-07-16_22-08-27
4610.5654,351.39961,2024-07-16_22-08-28
4677.4415,352.15808,2024-07-16_22-08-29
4706.0063,352.93291,2024-07-16_22-08-30
4654.5108,353.6912,2024-07-16_22-08-30
4680.4342,354.46326,2024-07-16_22-08-31
4688.4203,355.23415,2024-07-16_22-08-32
4643.5696,355.99214,2024-07-16_22-08-33
4620.3295,356.76554,2024-07-16_22-08-33
4652.6396,357.52423,2024-07-16_22-08-34
4657.0713,358.29934,2024-07-16_22-08-35
4692.1681,359.07491,2024-07-16_22-08-36
4691.7266,359.8339,2024-07-16_22-08-36
4740.9077,360.60769,2024-07-16_22-08-37
4680.2527,361.36047,2024-07-16_22-08-38
4757.0015,362.13389,2024-07-16_22-08-39
4750.2542,362.90807,2024-07-16_22-08-39
4765.7063,363.67157,2024-07-16_22-08-40
4781.4692,364.44164,2024-07-16_22-08-41
4803.9337,365.19869,2024-07-16_22-08-42
4806.1053,365.96988,2024-07-16_22-08-43
4863.9632,366.7291,2024-07-16_22-08-43
4864.8957,367.50085,2024-07-16_22-08-44
4890.9143,368.26991,2024-07-16_22-08-45
4886.7355,369.02587,2024-07-16_22-08-46
4906.0824,369.80009,2024-07-16_22-08-46
4941.2383,370.56185,2024-07-16_22-08-47
5023.0682,371.33654,2024-07-16_22-08-48
4999.468,372.09144,2024-07-16_22-08-49
4925.2135,372.86486,2024-07-16_22-08-49
4932.6525,373.62648,2024-07-16_22-08-50
5042.7262,374.3962,2024-07-16_22-08-51
5050.092,375.15648,2024-07-16_22-08-52
5054.3911,375.92931,2024-07-16_22-08-53
4994.8431,376.68956,2024-07-16_22-08-53
5079.178,377.46573,2024-07-16_22-08-54
5015.7105,378.22244,2024-07-16_22-08-55
5042.6237,378.99564,2024-07-16_22-08-56
5015.6867,379.76989,2024-07-16_22-08-56
5065.0373,380.52068,2024-07-16_22-08-57
4946.5278,381.2939,2024-07-16_22-08-58
4948.3488,382.06407,2024-07-16_22-08-59
4931.9276,382.83523,2024-07-16_22-08-59
4908.183,383.59203,2024-07-16_22-09-00
4829.9813,384.36252,2024-07-16_22-09-01
4926.0549,385.13213,2024-07-16_22-09-02
4946.1938,385.88985,2024-07-16_22-09-02
4934.269,386.66406,2024-07-16_22-09-03
4856.8846,387.4207,2024-07-16_22-09-04
4871.2724,388.19139,2024-07-16_22-09-05
4831.0931,388.95319,2024-07-16_22-09-06
4859.5892,389.72396,2024-07-16_22-09-06
4840.6348,390.49595,2024-07-16_22-09-07
4847.954,391.26148,2024-07-16_22-09-08
4845.7159,392.02975,2024-07-16_22-09-09
4835.0789,392.78721,2024-07-16_22-09-09
4773.3787,393.55884,2024-07-16_22-09-10
4747.3551,394.31661,2024-07-16_22-09-11
4748.9252,395.09,2024-07-16_22-09-12
4734.9098,395.85848,2024-07-16_22-09-12
4726.6029,396.62202,2024-07-16_22-09-13
4821.1811,397.39338,2024-07-16_22-09-14
4780.6648,398.161,2024-07-16_22-09-15
4752.3421,398.92022,2024-07-16_22-09-15
4790.9783,399.68899,2024-07-16_22-09-16
4829.4497,400.44661,2024-07-16_22-09-17
4844.4866,401.21696,2024-07-16_22-09-18
4856.1816,401.98636,2024-07-16_22-09-19
4784.2453,402.75762,2024-07-16_22-09-19
4804.6517,403.51933,2024-07-16_22-09-20
4797.4304,404.28687,2024-07-16_22-09-21
4825.7913,405.04464,2024-07-16_22-09-22
4845.7588,405.81993,2024-07-16_22-09-22
4733.4033,406.57753,2024-07-16_22-09-23
4733.0992,407.35525,2024-07-16_22-09-24
4775.8319,408.1116,2024-07-16_22-09-25
4750.6313,408.88586,2024-07-16_22-09-25
4750.4395,409.66019,2024-07-16_22-09-26
4781.0306,410.41844,2024-07-16_22-09-27
4707.5509,411.18949,2024-07-16_22-09-28
4712.8339,411.95862,2024-07-16_22-09-29
4776.6106,412.72152,2024-07-16_22-09-29
4708.091,413.49173,2024-07-16_22-09-30
4706.7993,414.24801,2024-07-16_22-09-31
4687.2678,415.0186,2024-07-16_22-09-32
4666.1276,415.79341,2024-07-16_22-09-32
4655.7525,416.55617,2024-07-16_22-09-33
4660.5428,417.31326,2024-07-16_22-09-34
4695.7863,418.08552,2024-07-16_22-09-35
4704.916,418.84388,2024-07-16_22-09-35
4676.1138,419.61805,2024-07-16_22-09-36
4682.3269,420.38916,2024-07-16_22-09-37
4636.172,421.14732,2024-07-16_22-09-38
4682.9738,421.91019,2024-07-16_22-09-38
4726.9532,422.67802,2024-07-16_22-09-39
4707.9391,423.45173,2024-07-16_22-09-40
4670.2133,424.22195,2024-07-16_22-09-41
4636.5417,424.98218,2024-07-16_22-09-42
4671.3742,425.75256,2024-07-16_22-09-42
4740.0081,426.51279,2024-07-16_22-09-43
4683.0351,427.28442,2024-07-16_22-09-44
4717.0004,428.0472,2024-07-16_22-09-45
4701.3443,428.81974,2024-07-16_22-09-45
4738.1252,429.57757,2024-07-16_22-09-46
4750.7354,430.35463,2024-07-16_22-09-47
4716.086,431.1145,2024-07-16_22-09-48
4707.6621,431.88624,2024-07-16_22-09-48
4703.3078,432.64392,2024-07-16_22-09-49
4701.1104,433.41886,2024-07-16_22-09-50
4731.1449,434.17872,2024-07-16_22-09-51
4746.2056,434.95277,2024-07-16_22-09-52
4693.1709,435.71155,2024-07-16_22-09-52
4668.6125,436.48635,2024-07-16_22-09-53
4724.6558,437.24723,2024-07-16_22-09-54
4667.5223,438.0177,2024-07-16_22-09-55
4691.9843,438.77616,2024-07-16_22-09-55
4709.6913,439.5504,2024-07-16_22-09-56
4716.0808,440.30867,2024-07-16_22-09-57
4685.489,441.0804,2024-07-16_22-09-58
4692.0368,441.84748,2024-07-16_22-09-58
4699.7756,442.60857,2024-07-16_22-09-59
4659.3501,443.38479,2024-07-16_22-10-00
4691.5061,444.13771,2024-07-16_22-10-01
4677.1565,444.91404,2024-07-16_22-10-01
4680.0221,445.68383,2024-07-16_22-10-02
4669.5614,446.43906,2024-07-16_22-10-03
